pkg_name,pkg_size,category,sub_category,country,platform,device_brand_name,lang,osv,bundle_size,adx_times,aff_times,direct_times,request14,impression14,click14,ctr14,cvr14,sim_clickconvir_score,sim_clickconvf_score,sim_installir_score,sim_installf_score,pkgBundleWeight,pkgBundleWeightSim
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.583519,5,56,56,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.048071,-3.322124
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,TECNO,ENGLISH,10,0.693147,7,3,3,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.74457,-3.341057
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,1.386294,11,0,0,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7,4.127134,31,1,1,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.0737,-3.121894
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,POCO,ENGLISH,30,2.772589,56,5,5,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.771354,-3.108974
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,3.970292,3,7,7,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.847592,-2.990139
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,3.218876,0,11,11,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.890425,-3.12451
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,4.49981,1,31,3,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.125171,-2.657842
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.496508,5,56,0,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.960204,-3.052513
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,OTHERS,10,2.639057,7,3,1,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.864321,-2.777347
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,4.007333,11,0,5,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.327195,-3.288298
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,0.693147,31,5,7,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.46689,-2.986176
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.079442,56,7,11,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.743085,-2.896436
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,5.68358,3,11,31,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.25326,-3.170651
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,1.098612,0,31,56,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.564949,1,56,3,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.782339,-3.108667
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,4.615121,5,3,0,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.07819,-3.061068
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,4.615121,7,0,1,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.439549,-3.145436
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,11,4.043051,11,1,5,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.99169,-3.108756
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,COOLPAD,ENGLISH,9,4.356709,31,5,7,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.297524,-2.775895
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,TECNO,ENGLISH,10,2.772589,56,7,11,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.786862,-3.068987
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1,3.610918,3,11,31,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.823165,-3.282721
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,2.079442,0,31,56,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.801603,-3.339018
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,4.007333,1,56,3,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.944363,-3.056076
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,5.159055,5,3,0,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.094384,-2.994498
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,6,0.693147,7,0,1,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.965157,-3.241485
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,HINDI,30,1.386294,11,1,5,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.833259,-2.984829
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,2.564949,31,5,7,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.000511,-2.776591
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.496508,56,7,11,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.919095,-2.718435
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7,1.098612,3,11,3,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,2.833213,0,31,0,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.929955,-3.175205
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.73767,1,56,1,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.200724,-2.99714
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,1.386294,5,3,5,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.855702,-2.988062
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,3.401197,7,0,7,79,42,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.05854,-3.253402
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,9,3.610918,11,5,11,68,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.864412,-3.067342
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,30,2.197225,31,7,31,57,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.74457,-3.341057
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.401197,56,11,56,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.178744,-3.127594
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,11,1.386294,3,31,3,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.05406,-2.948246
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7,1.94591,0,56,0,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.626543,-3.109908
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.639057,1,3,1,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.598262,-2.697315
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.218876,5,0,5,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.992495,-2.98711
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,HINDI,9,2.079442,7,1,7,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.031564,-2.974924
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,2.772589,11,5,11,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.20416,-2.753568
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,GIONEE,ENGLISH,7,3.367296,31,7,31,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.882715,-3.159481
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,POCO,ENGLISH,10,1.94591,56,11,56,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.85812,-3.199121
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,4.521789,3,31,3,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.903096,-3.288372
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.295837,0,56,0,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.665526,-3.087601
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.962845,1,3,1,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.165871,-2.934177
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.295837,5,0,5,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.798737,-2.996063
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.639057,7,1,7,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.198889,-3.039486
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,9,2.397895,11,5,11,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.496571,-3.036346
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,30,2.70805,31,7,3,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.561604,-3.067652
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,MARATHI,9,3.555348,56,11,0,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.849771,-2.953499
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.7612,3,31,1,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.005371,-2.860643
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,8.1,4.110874,0,56,5,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.121998,-3.16708
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.079442,1,3,7,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.500119,-3.063946
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,3.218876,5,0,11,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.056111,-2.792127
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.78419,7,5,31,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.988146,-2.979031
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,3.044522,11,7,56,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.763485,-2.985244
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,4.919981,31,11,3,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.199924,-3.146231
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.1,2.197225,56,31,0,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.814794,-2.638346
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,5.1,1.609438,3,56,1,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.725799,-2.932532
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,2.079442,0,3,5,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.612872,-3.253546
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,1.386294,1,0,7,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,10,3.7612,5,1,11,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.153379,-2.964761
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,10,2.70805,7,5,31,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.822352,-3.061734
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.610918,11,7,56,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.785272,-2.754625
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.098612,31,11,3,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,MOTOROLA,ENGLISH,7,1.94591,56,31,0,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.919628,-2.998826
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,4.553877,3,56,1,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.077706,-3.127376
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,30,3.970292,0,3,5,79,42,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.938745,-2.995168
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,3.610918,1,0,7,68,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.945603,-2.911444
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.496508,5,1,11,57,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.915244,-3.008324
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,3.178054,7,5,3,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.93747,-3.028661
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,2.484907,11,7,0,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.024653,-2.78082
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,1.94591,31,11,1,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.451846,-3.150296
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,8.1.0,2.397895,56,31,5,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.971532,-2.700091
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.465736,3,56,7,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.742134,-2.951363
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.484907,0,3,11,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.743085,-2.896436
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REDMI,ENGLISH,10,3.828641,1,0,31,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.674591,-2.926017
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,11,2.302585,5,5,56,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.80286,-2.872339
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.969813,7,7,3,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.115194,-3.089643
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,5.899897,11,11,0,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.293574,-2.781993
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,1.791759,31,31,1,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.926405,-2.417165
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,2.197225,56,56,5,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.857359,-2.837247
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,ITEL,ENGLISH,8.1,1.098612,3,3,7,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.620049,-3.060101
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,30,4.343805,0,0,11,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.017318,-3.178712
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,1.94591,1,1,31,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.913295,-2.78557
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,1.94591,5,5,56,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.869806,-2.88133
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.833213,7,7,3,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.959701,-3.20418
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1,2.70805,11,11,0,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.871361,-3.016674
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,4.317488,31,31,1,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.100282,-3.187356
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,MOTOROLA,ENGLISH,9,0.693147,56,56,5,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.965157,-3.241485
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,3.401197,3,3,7,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.7799,-3.003868
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.806662,0,0,11,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.020522,-3.013192
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,4.290459,1,1,3,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.153305,-3.208304
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,4.584967,5,5,0,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.858852,-2.84922
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.78419,7,7,1,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.885858,-2.685611
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.433987,11,11,5,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.792494,-2.854034
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,30,2.484907,31,31,7,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.758409,-3.012323
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,10,2.639057,56,56,11,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.103716,-2.996847
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,2.639057,3,3,31,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.578848,-2.876355
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,11,3.401197,0,0,56,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.255165,-3.183204
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.995732,1,5,3,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.38696,-3.03181
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.73767,5,7,0,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.053485,-2.980309
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.1,3.401197,7,11,1,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.232996,-2.858666
